candidate_id,database,search_string_id,title,authors,year,venue,doi,url,abstract_available,full_text_available,candidate_relevance,workflow_stage_fit,grounding_relevance,conceptual_synthesis_relevance,empirical_evaluation,notes
arxiv:2604.22911v1,arXiv,D2_PHASE_RECOVERY,RecoverFormer: End-to-End Contact-Aware Recovery for Humanoid Robots,"Liu, Zihui",2026,arXiv,10.48550/arXiv.2604.22911,https://arxiv.org/abs/2604.22911v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=contact;recovery; provenance=discovery; administrative_note=none
arxiv:2606.03476v1,arXiv,D3_FEASIBILITY_ADMISSION,Human2Humanoid: Physics-Aware Cross-Morphology Motion Retargeting for Humanoid Robots,"Huang, Tianchen; Yuan, Feiyang; Gu, Junchi; Fang, Shurui; Zhang, Xiaohu; Wang, Yu; Gao, Wei; Zhang, Shiwu",2026,arXiv,10.48550/arXiv.2606.03476,https://arxiv.org/abs/2606.03476v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=retargeting;physics; provenance=discovery; administrative_note=none
arxiv:2606.10340v1,arXiv,D0_LEGACY_SCOPE_SEED,OMG: Omni-Modal Motion Generation for Generalist Humanoid Control,"Huang, Siqiao; Lee, Kun-Ying; Qiao, Dongming; He, Guanqi; Wang, Zhenyu; Li, Yitang; Zhu, Shaoting; Zhao, Hang",2026,arXiv,10.48550/arXiv.2606.10340,https://arxiv.org/abs/2606.10340v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=generation;composition; provenance=legacy_snapshot; administrative_note=none
arxiv:2606.12814v1,arXiv,D2_PHASE_RECOVERY,Stubborn: A Streamlined and Unified Reinforcement Learning Framework for Robust Motion Tracking and Fall Recovery for Humanoids,"Ren, Xiao; Yang, Yuhui; Weng, Zongbiao; Liu, Zhijie; Kong, He",2026,arXiv,10.48550/arXiv.2606.12814,https://arxiv.org/abs/2606.12814v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=tracking;fall_recovery; provenance=discovery; administrative_note=none
arxiv:2606.20705v1,arXiv,D0_LEGACY_SCOPE_SEED,MotionPyramid: Hierarchical Motion Representation and Residual Interfaces,"Zhu, Gao; Xia, Zaishuo; Chen, Yubei",2026,arXiv,10.48550/arXiv.2606.20705,https://arxiv.org/abs/2606.20705v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=hierarchy;residual; provenance=legacy_snapshot; administrative_note=none
arxiv:2606.22998v2,arXiv,D0_LEGACY_SCOPE_SEED,TEXEDO : Test Time Scaling for Controller-aware Language-conditioned Humanoid Motion Generation,"Cao, Jianuo; Chen, Yuxin; Song, Yuzhen; Tomizuka, Masayoshi; Li, Chenran; Tian, Thomas",2026,arXiv,10.48550/arXiv.2606.22998,https://arxiv.org/abs/2606.22998v2,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=controller_aware;generation; provenance=legacy_snapshot; administrative_note=none
arxiv:2606.27581v1,arXiv,D0_LEGACY_SCOPE_SEED,SceneBot: Contact-Prompted General Humanoid Whole Body Tracking with Scene-Interaction,"Chen, Sirui; Zhao, Shibo; Wu, Zhen; Li, Jiaman; Shi, Guanya; Liu, C. Karen",2026,arXiv,10.48550/arXiv.2606.27581,https://arxiv.org/abs/2606.27581v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=contact;tracking; provenance=legacy_snapshot; administrative_note=none
arxiv:2607.04837v3,arXiv,D0_LEGACY_SCOPE_SEED,Athena-WBC: Capability-Aligned Policy Experts for Long-Tail Humanoid Whole-Body Control,"Jiang, Yuan; Zhang, Ningyuan; Yang, Xicun; Jiang, Yuzhi; Chen, Jie",2026,arXiv,10.48550/arXiv.2607.04837,https://arxiv.org/abs/2607.04837v3,yes,no,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=administrative_hold; provenance=legacy_snapshot; administrative_note=arXiv withdrawal banner present and current PDF unavailable; retained for audit only
arxiv:2607.06052v1,arXiv,D3_FEASIBILITY_ADMISSION,ThorArena: Benchmarking Humanoid Physical Interaction with Human Motion-Force Demonstrations,"Yu, Chenhao; Wang, Hongwu; Zhang, Weitao; Hu, Youhao; Zhang, Jiachen; Li, Gangyang; Knoll, Alois; Luo, Shaqi",2026,arXiv,10.48550/arXiv.2607.06052,https://arxiv.org/abs/2607.06052v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=benchmark;contact;force; provenance=discovery; administrative_note=none
arxiv:2607.12114v1,arXiv,D0_LEGACY_SCOPE_SEED,GaitSpan: Growing Humanoid Locomotion from Walking to Running,"Lin, Kwan-Yee; Wang, Zilin; Liu, Janelle J.; Yu, Stella X.",2026,arXiv,10.48550/arXiv.2607.12114,https://arxiv.org/abs/2607.12114v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=gait;transition; provenance=legacy_snapshot; administrative_note=none
arxiv:2607.24083v1,arXiv,D1_COMPOSITION_SWITCHING,Learning Reusable Hybrid Motion Priors for Humanoid Locomotion from Motion Imitation,"Belli, Valerio; Modugno, Valerio; Hoffman, Enrico Mingo; Amadio, Fabio",2026,arXiv,10.48550/arXiv.2607.24083,https://arxiv.org/abs/2607.24083v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=hybrid_prior;composition; provenance=discovery; administrative_note=none
arxiv:2608.02385v1,arXiv,D0_LEGACY_SCOPE_SEED,StableMimic: Smooth Human-Like Recovery for Humanoid Motion Tracking - Learning Beyond the Tracking Distribution for Structured Post-Fall Behavior,"Wu, Weihao; Huang, Ming; Liu, Ruofei; Nie, Jinglei; Guo, Shuxiang; Li, Chunying",2026,arXiv,10.48550/arXiv.2608.02385,https://arxiv.org/abs/2608.02385v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=recovery;tracking; provenance=legacy_snapshot; administrative_note=none
arxiv:2608.02653v1,arXiv,D0_LEGACY_SCOPE_SEED,Light-Loco-Parkour: Versatile Perceptive Whole-Body Locomotion via Multi-Skill Distillation,"Chen, Hongming; Li, Zhuoran; Wang, Hongxi; Hu, Jiangpeng; Li, Ziliang; Liu, Peize; Zhao, QingRui; Liu, Xuhao; Pan, Liang; Lyu, Ximin; Ma, Yuntao; Fan, Tingxiang",2026,arXiv,10.48550/arXiv.2608.02653,https://arxiv.org/abs/2608.02653v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=multi_skill;distillation; provenance=legacy_snapshot; administrative_note=none
arxiv:2608.07746v1,arXiv,D0_LEGACY_SCOPE_SEED,LUCID: Latent-Skill Unified Control via Imagined Dynamics for Long-Horizon Humanoid Loco-Manipulation,"Guo, Cheng; Ni, Mingzhe; Cangelosi, Angelo; Ajoudani, Arash",2026,arXiv,10.48550/arXiv.2608.07746,https://arxiv.org/abs/2608.07746v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=long_horizon;latent_skill; provenance=legacy_snapshot; administrative_note=none
arxiv:2608.18234v2,arXiv,D0_LEGACY_SCOPE_SEED,GigaBrain-WBC-0.5: A Behavior World Model for Robust Whole-Body Control with Environment Interaction,"Cheng, Ziyang; Tang, Tianshu; Lan, Jinxin; Chen, Xinze; Gong, Yuhan; Liu, Zhichao; Wu, Changzhong; Mao, Yahao; Deng, Zongyan; Ma, Mingxuan; Xi, Huasen; Liu, Yilong; Wu, Yutong; Wang, Xiaofeng; Wang, Yang; Ye, Yun; Huang, Guan; Jin, Xiaojie; Zhu, Zheng; Lu, Jiwen",2026,arXiv,10.48550/arXiv.2608.18234,https://arxiv.org/abs/2608.18234v2,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=robust;interaction; provenance=legacy_snapshot; administrative_note=none
doi:10.1111/cgf.12607,publisher record plus author manuscript,D4_FOUNDATION_CHAIN,Controller Design for Multi-Skilled Bipedal Characters,Michael Firmin; Michiel van de Panne,2015,Computer Graphics Forum,10.1111/cgf.12607,https://doi.org/10.1111/cgf.12607,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=control_graph;multi_skill; open_manuscript=https://www.cs.ubc.ca/~van/papers/2015-CGF-multiskilled/2015-CGF-multiskilled.pdf
doi:10.1145/1230100.1230123,publisher record plus author manuscript,D4_FOUNDATION_CHAIN,Parametric Motion Graphs,Rachel Heck; Michael Gleicher,2007,ACM Symposium on Interactive 3D Graphics and Games,10.1145/1230100.1230123,https://doi.org/10.1145/1230100.1230123,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=motion_graph;parameterization; open_manuscript=https://graphics.cs.wisc.edu/Papers/2007/HG07/PMGFullPaper.pdf
doi:10.1145/1276377.1276510,publisher record plus author manuscript,D4_FOUNDATION_CHAIN,Construction and Optimal Search of Interpolated Motion Graphs,Alla Safonova; Jessica K. Hodgins,2007,ACM SIGGRAPH,10.1145/1276377.1276510,https://doi.org/10.1145/1276377.1276510,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=motion_graph;search; open_manuscript=https://graphics.cs.cmu.edu/projects/interpolated_motion_graphs/interpolated_motion_graphs.pdf
doi:10.1145/2366145.2366173,publisher record plus author manuscript,D4_FOUNDATION_CHAIN,"Terrain Runner: Control, Parameterization, Composition, and Planning for Highly Dynamic Motions",Libin Liu; KangKang Yin; Michiel van de Panne; Baining Guo,2012,ACM Transactions on Graphics,10.1145/2366145.2366173,https://doi.org/10.1145/2366145.2366173,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=control;composition;planning; open_manuscript=https://www.cs.ubc.ca/~van/papers/2012-TOG-TerrainRunner.pdf
doi:10.1145/2893476,publisher record plus author manuscript,D4_FOUNDATION_CHAIN,Guided Learning of Control Graphs for Physics-Based Characters,Libin Liu; Michiel van de Panne; KangKang Yin,2016,ACM Transactions on Graphics,10.1145/2893476,https://doi.org/10.1145/2893476,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=control_graph;learning; open_manuscript=https://www.cs.ubc.ca/~van/papers/2016-TOG-controlGraphs/2016-TOG-controlGraphs.pdf
doi:10.1145/3072959.3073663,publisher record plus author manuscript,D4_FOUNDATION_CHAIN,Phase-Functioned Neural Networks for Character Control,Daniel Holden; Taku Komura; Jun Saito,2017,ACM Transactions on Graphics,10.1145/3072959.3073663,https://doi.org/10.1145/3072959.3073663,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=phase;character_control; open_manuscript=https://www.research.ed.ac.uk/files/35467734/phasefunction.pdf
doi:10.1145/3083723,publisher record plus author manuscript,D4_FOUNDATION_CHAIN,Learning to Schedule Control Fragments for Physics-Based Characters Using Deep Q-Learning,Libin Liu; Jessica K. Hodgins,2017,ACM Transactions on Graphics,10.1145/3083723,https://doi.org/10.1145/3083723,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=scheduler;control_fragment; open_manuscript=https://graphics.cs.cmu.edu/wp/wp-content/uploads/2017/07/a29-liu.pdf
doi:10.1145/3386569.3392440,publisher record plus author manuscript,D4_FOUNDATION_CHAIN,Learned Motion Matching,Daniel Holden; Oussama Kanoun; Maksym Perepichka; Tiberiu Popa,2020,ACM Transactions on Graphics,10.1145/3386569.3392440,https://doi.org/10.1145/3386569.3392440,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=motion_matching;state_conditioning; open_manuscript=https://staticctf.ubisoft.com/J3yJr34U2pZ2Ieem48Dwy9uqj5PNUQTn/2EVXGPN6ynTrrJaaAUHmZS/060e223cce6a84e47e925105cac5e17f/Learned_Motion_Matching.pdf
doi:10.1145/3386569.3392450,publisher record plus author manuscript,D4_FOUNDATION_CHAIN,Local Motion Phases for Learning Multi-Contact Character Movements,Sebastian Starke; Yiwei Zhao; Taku Komura; Kazi Zaman,2020,ACM Transactions on Graphics,10.1145/3386569.3392450,https://doi.org/10.1145/3386569.3392450,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=local_phase;multi_contact; open_manuscript=https://www.ipab.inf.ed.ac.uk/cgvu/basketball.pdf
doi:10.1145/3528223.3530178,publisher record plus author manuscript,D4_FOUNDATION_CHAIN,DeepPhase: Periodic Autoencoders for Learning Motion Phase Manifolds,Sebastian Starke; Ian Mason; Taku Komura,2022,ACM Transactions on Graphics,10.1145/3528223.3530178,https://doi.org/10.1145/3528223.3530178,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=phase_manifold; open_manuscript=https://i.cs.hku.hk/~taku/deepphase.pdf
doi:10.1145/3528233.3530735,publisher record plus author manuscript,D4_FOUNDATION_CHAIN,Learning Soccer Juggling Skills with Layer-wise Mixture-of-Experts,Zhaoming Xie; Sebastian Starke; Hung Yu Ling; Michiel van de Panne,2022,ACM SIGGRAPH,10.1145/3528233.3530735,https://doi.org/10.1145/3528233.3530735,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=multi_skill;mixture_of_experts; open_manuscript=https://zhaomingxie.github.io/projects/SoccerJuggle/SoccerJuggle.pdf
doi:10.1145/383259.383287,publisher record plus author manuscript,D4_FOUNDATION_CHAIN,Composable Controllers for Physics-Based Character Animation,Petros Faloutsos; Michiel van de Panne; Demetri Terzopoulos,2001,ACM SIGGRAPH,10.1145/383259.383287,https://doi.org/10.1145/383259.383287,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=control_graph;composition; open_manuscript=https://www.dgp.toronto.edu/~pfal/papers/siggraph2001.pdf
doi:10.1145/566654.566605,publisher record plus author manuscript,D4_FOUNDATION_CHAIN,Motion Graphs,Lucas Kovar; Michael Gleicher; Frédéric Pighin,2002,ACM SIGGRAPH,10.1145/566654.566605,https://doi.org/10.1145/566654.566605,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=motion_graph;composition; open_manuscript=https://graphics.cs.wisc.edu/Papers/2002/KGP02/mograph.pdf
doi:10.1145/566654.566607,publisher record plus author manuscript,D4_FOUNDATION_CHAIN,Interactive Control of Avatars Animated With Human Motion Data,Jehee Lee; Jinxiang Chai; Paul S. A. Reitsma; Jessica K. Hodgins; Nancy S. Pollard,2002,ACM SIGGRAPH,10.1145/566654.566607,https://doi.org/10.1145/566654.566607,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=motion_graph;interactive_control; open_manuscript=https://graphics.cs.cmu.edu/projects/Avatar/avatar.pdf
